seqnames,start,end,width,strand,xHits,transcriptsHits,scoreSum,scoreMean,scoreMax,geneType,geneName,geneID,region,mir_IP,n_mir181,n_mir181a,n_mir181b,n_mir181c,n_mir181d,set,mir181BS_ID,WT,KO,geneID.2,geneName.1,region.1,counts.bs.1_KO,counts.bs.2_KO,counts.bs.3_KO,counts.bs.4_WT,counts.bs.5_WT,counts.bs.6_WT,geneID.1,counts.bg.1_KO,counts.bg.2_KO,counts.bg.3_KO,counts.bg.4_WT,counts.bg.5_WT,counts.bg.6_WT,resBs.baseMean,resBs.log2FoldChange,resBs.lfcSE,resBs.stat,resBs.pvalue,resBs.padj,resBg.baseMean,resBg.log2FoldChange,resBg.lfcSE,resBg.stat,resBg.pvalue,resBg.padj,tpm.counts.bg.1_KO,tpm.counts.bg.2_KO,tpm.counts.bg.3_KO,tpm.counts.bg.4_WT,tpm.counts.bg.5_WT,tpm.counts.bg.6_WT,BS_ID,tpm_support_KO,tpm_support_WT,tpm_supported,width_tx,transcript_type,transcript_support_level,transcript_id,all_seeds_200down,first_seed_200down.start,first_seed_200down.end,first_seed_200down.width,first_seed_200down.type,first_seed_200down.wobble,seed_repetitions.200down,seed_repetitions.200down.wobble
ENSMUST00000125619,3514,3520,7,*,5075,15474,13.65526,6.82763,7.94093,mature protein_coding RNA,Rc3h2,ENSMUSG00000075376,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12671,1,1,ENSMUSG00000075376,Rc3h2,utr3,2,5,6,5,10,2,ENSMUSG00000075376,1338,1678,1039,2116,1952,1098,85.82080835657929,0.16987133708506977,0.5426790461187985,0.0974092673504714,0.7549610477713488,0.9381872105111014,NA,NA,NA,NA,NA,NA,83.24342999061341,75.12316633329924,80.80501006057267,83.98069322069325,95.81110590805518,99.41990711186149,ENSMUSG00000075376.bs5,3,3,TRUE,49740,NA,5,ENSMUST00000125619,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000100009,966,972,7,*,5076,16110,22.001330000000003,11.000665000000001,18.1625,mature protein_coding RNA,Atf2,ENSMUSG00000027104,utr3,mmu-miR-181a-5p,12,11,1,0,0,ago_bs_mir181_chi&mir181_enriched,12673,1,1,ENSMUSG00000027104,Atf2,utr3,4,4,3,10,13,5,ENSMUSG00000027104,1229,1405,1010,1755,1511,849,85.88466396287473,-0.9935442012051959,0.53160063293075,3.758018526658688,0.05255482335272016,0.3538338467891876,NA,NA,NA,NA,NA,NA,183.27721673272308,150.7721045920466,188.28115756216778,166.95662519305137,177.77195516853294,184.26440450947393,ENSMUSG00000027104.bs3,3,3,TRUE,46767,protein_coding,1,ENSMUST00000100009,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000028600,1550,1556,7,*,5077,17232,56.55726,14.139315,18.3544,mature protein_coding RNA,Hipk3,ENSMUSG00000027177,utr3,mmu-miR-181b-5p,4,3,1,0,0,ago_bs_mir181_chi&mir181_enriched,12675,1,1,ENSMUSG00000027177,Hipk3,utr3,2,8,3,14,14,14,ENSMUSG00000027177,1131,1420,901,1742,1652,921,106.18594349342331,-1.1760598887027909,0.47419435109810437,6.8485455740116805,0.00887134629143707,0.13272593463621124,NA,NA,NA,NA,NA,NA,172.88619214777705,156.19751605424844,172.16758310252703,169.86965051638407,199.22779737008236,204.89647827620607,ENSMUSG00000027177.bs4,3,3,TRUE,67966,protein_coding,1,ENSMUST00000028600,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000028600,1868,1874,7,*,5078,17232,10.18787,5.093935,5.53668,mature protein_coding RNA,Hipk3,ENSMUSG00000027177,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12676,1,1,ENSMUSG00000027177,Hipk3,utr3,10,7,6,17,12,8,ENSMUSG00000027177,1131,1420,901,1742,1652,921,111.03754466732482,-0.1571494210439443,0.4009346448867184,0.1545009999307041,0.6942706229108436,0.9200731930069717,NA,NA,NA,NA,NA,NA,172.88619214777705,156.19751605424844,172.16758310252703,169.86965051638407,199.22779737008236,204.89647827620607,ENSMUSG00000027177.bs6,3,3,TRUE,67966,protein_coding,1,ENSMUST00000028600,,154,159,6,seed_alt_38,TRUE,0,0
ENSMUST00000178884,132,138,7,*,5079,17482,106.12257,35.37419,63.0727,mature protein_coding RNA,Rasgrp1,ENSMUSG00000027347,utr3,mmu-miR-181a-5p,3,2,1,0,0,ago_bs_mir181_chi&mir181_enriched,12677,1,1,ENSMUSG00000027347,Rasgrp1,utr3,14,27,15,54,39,20,ENSMUSG00000027347,5634,8490,4743,10276,8532,4260,411.3382130755688,-0.5349874993243682,0.25656155867501146,4.469797893882145,0.03449907215756852,0.28709934776665197,6625.704317679717,-0.10611692437414895,0.06805778847749522,-1.5592179344651906,0.11894480745118324,0.2934846803710239,1228.3162691043512,1331.953693480589,1292.6334018225318,1429.1815321856773,1467.5279949540861,1351.6993975271766,ENSMUSG00000027347.bs1,3,3,TRUE,62884,protein_coding,1,ENSMUST00000178884,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000178884,1079,1085,7,*,5080,17482,87.5833,43.79165,65.6086,mature protein_coding RNA,Rasgrp1,ENSMUSG00000027347,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12678,1,1,ENSMUSG00000027347,Rasgrp1,utr3,28,26,16,27,46,16,ENSMUSG00000027347,5634,8490,4743,10276,8532,4260,410.90279635853807,0.12586700275079804,0.2576511990164862,0.2376436420907453,0.6259132046029308,0.8977449855611295,NA,NA,NA,NA,NA,NA,1228.3162691043512,1331.953693480589,1292.6334018225318,1429.1815321856773,1467.5279949540861,1351.6993975271766,ENSMUSG00000027347.bs8,3,3,TRUE,62884,protein_coding,1,ENSMUST00000178884,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000178884,1140,1146,7,*,5081,17482,121.85210000000001,40.61736666666667,72.4499,mature protein_coding RNA,Rasgrp1,ENSMUSG00000027347,utr3,mmu-miR-181a-5p,16,15,0,1,0,ago_bs_mir181_chi&mir181_enriched,12679,1,1,ENSMUSG00000027347,Rasgrp1,utr3,18,25,19,45,46,18,ENSMUSG00000027347,5634,8490,4743,10276,8532,4260,417.86955492253537,-0.33495623053202506,0.2511018306890121,1.8028604821067944,0.17936706087830898,0.5987335724423293,NA,NA,NA,NA,NA,NA,1228.3162691043512,1331.953693480589,1292.6334018225318,1429.1815321856773,1467.5279949540861,1351.6993975271766,ENSMUSG00000027347.bs10,3,3,TRUE,62884,protein_coding,1,ENSMUST00000178884,,162,168,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000178884,1548,1554,7,*,5082,17482,134.23528000000002,44.74509333333334,109.763,mature protein_coding RNA,Rasgrp1,ENSMUSG00000027347,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12680,1,1,ENSMUSG00000027347,Rasgrp1,utr3,16,31,20,67,63,25,ENSMUSG00000027347,5634,8490,4743,10276,8532,4260,465.83780297576817,-0.7311470594770996,0.23445907490873164,10.114988387196803,0.0014706836032054459,0.040168583866101074,NA,NA,NA,NA,NA,NA,1228.3162691043512,1331.953693480589,1292.6334018225318,1429.1815321856773,1467.5279949540861,1351.6993975271766,ENSMUSG00000027347.bs14,3,3,TRUE,62884,protein_coding,1,ENSMUST00000178884,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000028814,6510,6516,7,*,5083,18084,14.89894,7.44947,9.40209,mature protein_coding RNA,Rassf2,ENSMUSG00000027339,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12683,1,0,ENSMUSG00000027339,Rassf2,utr3,2,1,0,6,6,3,ENSMUSG00000027339,864,1258,771,1266,1079,574,51.22952015951715,-2.1170636200095045,0.9180765379842518,6.980361915890242,0.008240894185003846,0.1271567057672677,NA,NA,NA,NA,NA,NA,87.95636995256008,92.15571450672545,98.11531910919089,82.2161619594658,86.65970093656534,85.04379008669292,ENSMUSG00000027339.bs6,3,3,TRUE,40587,protein_coding,1,ENSMUST00000028814,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000109931,2552,2558,7,*,5084,18321,19.71833,9.859165,11.1018,mature protein_coding RNA,Zfp120,ENSMUSG00000068134,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12684,1,1,ENSMUSG00000068134,Zfp120,utr3,2,1,3,12,7,7,ENSMUSG00000068134,189,241,145,561,512,277,46.13555994960324,-0.6826015627255395,0.6644056232929777,1.151500310623959,0.2832353022015785,0.7098624255165371,303.53836662758056,-1.0615704844091443,0.12307948410819865,-8.625080711874956,6.404746817920133e-18,3.540601611704163e-16,52.730984445607945,48.38482699081948,50.57093289215089,99.8474263329039,112.69800355678814,112.47629544872137,ENSMUSG00000068134.bs1,2,3,TRUE,22273,protein_coding,1,ENSMUST00000109931,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000000896,139,145,7,*,5085,18504,22.8886,5.72215,8.12054,mature protein_coding RNA,Pxmp4,ENSMUSG00000000876,utr3,mmu-miR-181b-5p,3,0,3,0,0,ago_bs_mir181_chi&mir181_enriched,12686,1,0,ENSMUSG00000000876,Pxmp4,utr3,0,7,0,9,3,5,ENSMUSG00000000876,317,446,263,521,392,195,36.57092322802514,-0.9963123003364212,0.6622127822724495,2.4404497110145513,0.11824232249844308,0.5054774304052825,337.58823993166664,0.08851891549865722,0.11336723710758967,0.7808156726501989,0.43491091479497274,0.6618490673231008,124.28595177789293,125.83043956043035,128.8983673607108,130.30780885282738,121.25259269960631,111.26909384693667,ENSMUSG00000000876.bs1,3,3,TRUE,17951,protein_coding,1,ENSMUST00000000896,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000017851,1603,1609,7,*,5087,18856,398.7874,66.46456666666667,129.525,mature protein_coding RNA,Serinc3,ENSMUSG00000017707,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12688,1,1,ENSMUSG00000017707,Serinc3,utr3,96,109,72,130,84,63,ENSMUSG00000017707,1642,2105,1132,1895,1744,1046,690.0201274061002,0.17021351515425462,0.1801069322476648,0.8903626754248535,0.3453790452404469,0.7556721261657512,1549.8405088395439,0.19514760131988593,0.09567774342151479,2.0396342382381443,0.04138676926154048,0.13870770079480868,522.0634835036318,481.60428134659605,449.90982658838215,384.35215194877645,437.46048607202994,484.0152087585088,ENSMUSG00000017707.bs1,3,3,TRUE,21860,protein_coding,1,ENSMUST00000017851,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000067584,764,770,7,*,5088,19053,187.3966,62.46553333333333,130.374,mature protein_coding RNA,Znfx1,ENSMUSG00000039501,utr3,mmu-miR-181a-5p,3,1,2,0,0,ago_bs_mir181_chi&mir181_enriched,12689,1,1,ENSMUSG00000039501,Znfx1,utr3,36,73,34,67,59,22,ENSMUSG00000039501,908,1159,713,1185,934,503,347.99827670804416,0.04840987815066039,0.19655925625655066,0.06079683483855547,0.8052409145437927,0.9530273282204975,NA,NA,NA,NA,NA,NA,135.37434424166514,124.34319663449267,132.88285030432354,112.70386410160953,109.85999630059368,109.14294346975679,ENSMUSG00000039501.bs5,3,3,TRUE,7697,protein_coding,1,ENSMUST00000067584,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000063988,6364,6370,7,*,5089,19711,43.23409,14.411363333333334,27.8607,mature protein_coding RNA,Tbl1xr1,ENSMUSG00000027630,utr3,mmu-miR-181a-5p,7,4,3,0,0,ago_bs_mir181_chi&mir181_enriched,12692,1,1,ENSMUSG00000027630,Tbl1xr1,utr3,11,22,7,28,17,9,ENSMUSG00000027630,4481,6240,3795,8004,6396,3487,280.2630911898503,0.05371061398895785,0.3123932098924342,0.029551865878275407,0.8635109880706252,0.9683437821369922,NA,NA,NA,NA,NA,NA,614.4972717312255,615.7687991645291,650.5574927206393,700.1998826354132,691.9833687026523,695.9437230208492,ENSMUSG00000027630.bs26,3,3,TRUE,138010,protein_coding,1,ENSMUST00000063988,,43,49,7,seed_7mer_m8,TRUE,0,1
ENSMUST00000196975,1665,1671,7,*,5090,19923,11.73959,3.9131966666666664,8.78971,mature protein_coding RNA,Ttc14,ENSMUSG00000027677,utr3,mmu-miR-181a-5p,50,48,2,0,0,ago_bs_mir181_chi&mir181_enriched,12695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7235,protein_coding,1,ENSMUST00000196975,,21,26,6,seed_6mer,FALSE,1,0
ENSMUST00000058577,3559,3565,7,*,5091,20289,12.80167,6.400835,9.09874,mature protein_coding RNA,Proser1,ENSMUSG00000049504,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12696,1,0,ENSMUSG00000049504,Proser1,utr3,4,1,1,5,7,3,ENSMUSG00000049504,283,398,195,533,494,271,35.07764778765956,-0.535778616453416,0.708826788334076,0.5975709184192084,0.43950633446487447,0.8144141449226798,345.1041458151993,-0.41840552676124076,0.12050522812322757,-3.472094391899603,5.164147264746157e-4,0.0037585213820341854,56.51222278067376,57.190922377257266,48.676512307006185,67.8973933639564,77.82606805361715,78.75940102401951,ENSMUSG00000049504.bs1,2,3,TRUE,18090,protein_coding,1,ENSMUST00000058577,,59,64,6,seed_alt_38,FALSE,0,0
ENSMUST00000058577,4041,4047,7,*,5092,20289,40.59296,13.530986666666667,25.1374,mature protein_coding RNA,Proser1,ENSMUSG00000049504,utr3,mmu-miR-181a-5p,42,36,6,0,0,ago_bs_mir181_chi&mir181_enriched,12697,1,0,ENSMUSG00000049504,Proser1,utr3,1,2,0,19,1,7,ENSMUSG00000049504,283,398,195,533,494,271,41.829497801625365,-2.3810341531167447,0.8891499596761963,10.622140079214219,0.0011174165169186478,0.03330207684863139,NA,NA,NA,NA,NA,NA,56.51222278067376,57.190922377257266,48.676512307006185,67.8973933639564,77.82606805361715,78.75940102401951,ENSMUSG00000049504.bs2,2,3,TRUE,18090,protein_coding,1,ENSMUST00000058577,,66,72,7,seed_7mer_m8,FALSE,2,0
ENSMUST00000029315,1844,1850,7,*,5093,20323,160.6941,22.9563,38.451,mature protein_coding RNA,Supt20,ENSMUSG00000027751,utr3,mmu-miR-181b-5p,54,52,2,0,0,ago_bs_mir181_chi&mir181_enriched,12698,1,1,ENSMUSG00000027751,Supt20,utr3,2,5,4,45,35,19,ENSMUSG00000027751,533,705,457,961,723,432,131.8286226774457,-2.661145853626543,0.4722603620927264,47.06232127234206,6.876500606666968e-12,4.317372703114708e-9,610.2399110863389,-0.1348790795316013,0.09469782561721621,-1.4243102062005537,0.154356694333546,0.3499700166456435,103.85279924140153,98.84806897849381,111.31048776382215,119.44949669384238,111.14027874801042,122.50446116150152,ENSMUSG00000027751.bs1,3,3,TRUE,35940,protein_coding,1,ENSMUST00000029315,,24,29,6,seed_alt_38,FALSE,0,0
ENSMUST00000199164,3508,3514,7,*,5094,20405,27.86181,9.28727,9.96031,mature protein_coding RNA,Tsc22d2,ENSMUSG00000027806,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12699,1,0,ENSMUSG00000027806,Tsc22d2,utr3,5,12,5,7,13,8,ENSMUSG00000027806,949,1050,696,1343,1106,772,91.44600082876902,0.11194916685678177,0.4500157612568253,0.061593723036295955,0.8039944999840635,0.9528659328430804,NA,NA,NA,NA,NA,NA,103.04496213352465,82.04231858002179,94.47103621603085,93.02646171692972,94.74534138734103,121.9986462344756,ENSMUSG00000027806.bs2,3,3,TRUE,47001,protein_coding,1,ENSMUST00000199164,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000192607,1508,1514,7,*,5095,20469,109.30197,21.860394,48.5098,mature protein_coding RNA,Mbnl1,ENSMUSG00000027763,utr3,mmu-miR-181a-5p,8,4,2,2,0,ago_bs_mir181_chi&mir181_enriched,12708,1,1,ENSMUSG00000027763,Mbnl1,utr3,10,18,18,33,37,25,ENSMUSG00000027763,11640,14826,9207,17934,14342,8390,591.6615065925657,-0.6685376342002286,0.27423561070414837,6.150301642521896,0.013138968965519715,0.16872747314052544,NA,NA,NA,NA,NA,NA,759.2733006356532,695.916636277521,750.744534401893,746.263588441519,738.0691496661342,796.4972278398321,ENSMUSG00000027763.bs53,3,3,TRUE,100232,protein_coding,1,ENSMUST00000192607,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000192607,2303,2309,7,*,5096,20469,193.98899999999998,48.497249999999994,67.7323,mature protein_coding RNA,Mbnl1,ENSMUSG00000027763,utr3,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12709,1,1,ENSMUSG00000027763,Mbnl1,utr3,14,15,10,64,73,40,ENSMUSG00000027763,11640,14826,9207,17934,14342,8390,660.4670677122939,-1.8074396895249214,0.27117912280592577,53.01604687137959,3.308345228716191e-13,3.0151831531264046e-10,NA,NA,NA,NA,NA,NA,759.2733006356532,695.916636277521,750.744534401893,746.263588441519,738.0691496661342,796.4972278398321,ENSMUSG00000027763.bs60,3,3,TRUE,100232,protein_coding,1,ENSMUST00000192607,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000192607,2434,2440,7,*,5097,20469,81.70622,16.341244,29.2611,mature protein_coding RNA,Mbnl1,ENSMUSG00000027763,utr3,mmu-miR-181a-5p,5,5,0,0,0,ago_bs_mir181_chi&mir181_enriched,12710,1,1,ENSMUSG00000027763,Mbnl1,utr3,7,8,5,26,48,25,ENSMUSG00000027763,11640,14826,9207,17934,14342,8390,560.4447202056881,-1.9374639942606156,0.36873729334448035,34.19187919695858,4.993690800842e-9,1.425118648446354e-6,NA,NA,NA,NA,NA,NA,759.2733006356532,695.916636277521,750.744534401893,746.263588441519,738.0691496661342,796.4972278398321,ENSMUSG00000027763.bs61,3,3,TRUE,100232,protein_coding,1,ENSMUST00000192607,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000192607,3096,3102,7,*,5098,20469,20.20927,10.104635,16.0567,mature protein_coding RNA,Mbnl1,ENSMUSG00000027763,utr3,mmu-miR-181a-5p,5,4,0,1,0,ago_bs_mir181_chi&mir181_enriched,12711,1,1,ENSMUSG00000027763,Mbnl1,utr3,3,9,1,22,17,6,ENSMUSG00000027763,11640,14826,9207,17934,14342,8390,486.2366198957394,-1.407738291010656,0.46264046274523063,10.693070567567247,0.0010753756909046095,0.03242538889554742,NA,NA,NA,NA,NA,NA,759.2733006356532,695.916636277521,750.744534401893,746.263588441519,738.0691496661342,796.4972278398321,ENSMUSG00000027763.bs65,3,3,TRUE,100232,protein_coding,1,ENSMUST00000192607,,8,15,8,seed_8mer,TRUE,0,1
ENSMUST00000192607,3480,3486,7,*,5099,20469,24.10552,8.035173333333333,9.83876,mature protein_coding RNA,Mbnl1,ENSMUSG00000027763,utr3,mmu-miR-181a-5p,15,15,0,0,0,ago_bs_mir181_chi&mir181_enriched,12712,1,1,ENSMUSG00000027763,Mbnl1,utr3,3,6,3,13,19,9,ENSMUSG00000027763,11640,14826,9207,17934,14342,8390,487.0909113832471,-1.3920496094156456,0.481323276532453,9.624306552733529,0.0019201893757830517,0.048309092105074405,NA,NA,NA,NA,NA,NA,759.2733006356532,695.916636277521,750.744534401893,746.263588441519,738.0691496661342,796.4972278398321,ENSMUSG00000027763.bs66,3,3,TRUE,100232,protein_coding,1,ENSMUST00000192607,,22,27,6,seed_6mer,FALSE,1,0
ENSMUST00000001455,3116,3122,7,*,5100,20862,40.39999,13.466663333333333,20.1785,mature protein_coding RNA,Mef2d,ENSMUSG00000001419,utr3,mmu-miR-181a-5p,5,5,0,0,0,ago_bs_mir181_chi&mir181_enriched,12713,1,1,ENSMUSG00000001419,Mef2d,utr3,12,25,10,13,17,13,ENSMUSG00000001419,2071,3086,1646,3509,3139,1517,187.86562013560524,0.5773552193621777,0.32311385845445467,3.1882654026531156,0.07416867299990533,0.41350228090889907,NA,NA,NA,NA,NA,NA,422.4714182380761,453.0031586475838,419.7357419354617,456.6364135988965,505.185336103599,450.3809100949899,ENSMUSG00000001419.bs18,3,3,TRUE,29715,protein_coding,1,ENSMUST00000001455,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000170653,3696,3702,7,*,5101,20948,13.03454,6.51727,8.33933,mature protein_coding RNA,Arhgef2,ENSMUSG00000028059,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12714,1,1,ENSMUSG00000028059,Arhgef2,utr3,3,2,2,4,3,7,ENSMUSG00000028059,509,626,364,747,598,324,44.64727559847002,-0.6579278260454123,0.6762901716925112,0.9848738763402594,0.32099847959098693,0.7375111399986738,505.61799418631495,0.02936889977451089,0.09941742609080517,0.2954099792091392,0.7676807109838838,0.881855964987324,63.12880462108147,55.869166391054435,56.433898786814325,59.10174773013234,58.51310625674069,58.483311177212144,ENSMUSG00000028059.bs1,3,3,TRUE,26613,protein_coding,1,ENSMUST00000170653,,18,24,7,seed_7mer_a1,TRUE,0,1
ENSMUST00000090933,9818,9824,7,*,5102,20997,376.4663,53.7809,127.999,mature protein_coding RNA,Ash1l,ENSMUSG00000028053,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12715,1,1,ENSMUSG00000028053,Ash1l,utr3,91,128,74,123,140,61,ENSMUSG00000028053,4936,6358,3852,6689,6297,3563,873.1141566031727,0.18667014686164124,0.16677152426804065,1.2507360776629923,0.2634119370031394,0.6915574775221515,NA,NA,NA,NA,NA,NA,406.1450577140088,376.45634387019925,396.2061276956525,351.105114851293,408.7727168347433,426.67677488044984,ENSMUSG00000028053.bs26,3,3,TRUE,113562,protein_coding,5,ENSMUST00000090933,,66,71,6,seed_alt_38,FALSE,0,0
ENSMUST00000090933,10996,11002,7,*,5103,20997,177.17919999999998,59.05973333333333,97.9947,mature protein_coding RNA,Ash1l,ENSMUSG00000028053,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12716,1,1,ENSMUSG00000028053,Ash1l,utr3,74,104,72,100,89,51,ENSMUSG00000028053,4936,6358,3852,6689,6297,3563,743.5954157094193,0.3968112072647241,0.1685682557860444,5.52642455393638,0.018731344827060403,0.2081072298068964,NA,NA,NA,NA,NA,NA,406.1450577140088,376.45634387019925,396.2061276956525,351.105114851293,408.7727168347433,426.67677488044984,ENSMUSG00000028053.bs33,3,3,TRUE,113562,protein_coding,5,ENSMUST00000090933,,87,92,6,seed_alt_38,TRUE,0,1
ENSMUST00000199754,4901,4907,7,*,5104,21177,81.99468,20.49867,29.1093,mature protein_coding RNA,Gatad2b,ENSMUSG00000042390,utr3,mmu-miR-181b-5p,1,0,1,0,0,ago_bs_mir181_chi&mir181_enriched,12717,1,1,ENSMUSG00000042390,Gatad2b,utr3,13,27,10,21,21,12,ENSMUSG00000042390,1906,2443,1469,2934,2359,1413,186.42109248511628,0.2914323007763597,0.297225761923237,0.958304972382308,0.3276143085598162,0.7427993869604455,NA,NA,NA,NA,NA,NA,203.35946321573024,187.5655315970194,195.92604605837073,199.69699907837364,198.56907736113698,219.41222020951867,ENSMUSG00000042390.bs13,3,3,TRUE,70230,protein_coding,5,ENSMUST00000199754,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000049093,1941,1947,7,*,5105,21581,134.9272,44.97573333333334,75.5539,mature protein_coding RNA,Txnip,ENSMUSG00000038393,utr3,mmu-miR-181b-5p,3,2,1,0,0,ago_bs_mir181_chi&mir181_enriched,12721,1,1,ENSMUSG00000038393,Txnip,utr3,82,109,57,89,113,63,ENSMUSG00000038393,4966,5532,3733,5526,5648,3438,754.6804602605122,0.11013731717060855,0.24855198772798046,0.19555291355845839,0.6583346083398712,0.907800658374073,NA,NA,NA,NA,NA,NA,1941.4048913084632,1556.2510248660012,1824.300100302501,1378.130116077874,1741.9924915773117,1956.1062299185076,ENSMUSG00000038393.bs9,3,3,TRUE,3898,protein_coding,1,ENSMUST00000049093,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000049093,1951,1957,7,*,5106,21581,153.3756,76.6878,78.7524,mature protein_coding RNA,Txnip,ENSMUSG00000038393,utr3,mmu-miR-181b-5p,3,2,1,0,0,ago_bs_mir181_chi&mir181_enriched,12722,1,1,ENSMUSG00000038393,Txnip,utr3,58,87,39,84,69,59,ENSMUSG00000038393,4966,5532,3733,5526,5648,3438,620.1295920004081,-0.011284795736276722,0.25587088198306224,0.0019359108378296241,0.9649052115178525,0.9921308657088568,NA,NA,NA,NA,NA,NA,1941.4048913084632,1556.2510248660012,1824.300100302501,1378.130116077874,1741.9924915773117,1956.1062299185076,ENSMUSG00000038393.bs10,3,3,TRUE,3898,protein_coding,1,ENSMUST00000049093,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000049093,2196,2202,7,*,5107,21581,651.292,108.54866666666666,172.392,mature protein_coding RNA,Txnip,ENSMUSG00000038393,utr3,mmu-miR-181a-5p,11,9,2,0,0,ago_bs_mir181_chi&mir181_enriched,12723,1,1,ENSMUSG00000038393,Txnip,utr3,223,251,174,277,283,167,ENSMUSG00000038393,4966,5532,3733,5526,5648,3438,1748.4081276521028,0.06312037066981027,0.21197257363899233,0.08836796967267446,0.7662622879662442,0.9408608614476444,NA,NA,NA,NA,NA,NA,1941.4048913084632,1556.2510248660012,1824.300100302501,1378.130116077874,1741.9924915773117,1956.1062299185076,ENSMUSG00000038393.bs12,3,3,TRUE,3898,protein_coding,1,ENSMUST00000049093,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000029445,746,750,5,*,5108,21783,22.16632,7.388773333333333,10.3319,mature protein_coding RNA,Nras,ENSMUSG00000027852,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12724,1,1,ENSMUSG00000027852,Nras,utr3,11,6,6,11,11,6,ENSMUSG00000027852,722,1030,618,1460,1320,748,91.86009739936851,0.5007218393985013,0.41935445141004957,1.404405783757852,0.23598728950482795,0.6652049177272178,NA,NA,NA,NA,NA,NA,165.35217182153488,169.74539664981603,176.92535222566812,213.30228129347685,238.50024177025685,249.31675373653076,ENSMUSG00000027852.bs5,3,3,TRUE,9630,protein_coding,1,ENSMUST00000029445,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000098611,1284,1290,7,*,5109,22452,89.33489999999999,17.866979999999998,39.8411,mature protein_coding RNA,Lef1,ENSMUSG00000027985,utr3,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12731,1,1,ENSMUSG00000027985,Lef1,utr3,25,28,8,29,25,6,ENSMUSG00000027985,9858,12803,7105,16147,12297,6257,485.6053611729442,0.42267602379148717,0.28943949172569633,2.137178399039641,0.14376610386728578,0.5475181954164126,NA,NA,NA,NA,NA,NA,1369.5571326539427,1279.9445647686814,1233.9123480276014,1431.0444512644895,1347.8224928641857,1265.128545162798,ENSMUSG00000027985.bs113,3,3,TRUE,111560,protein_coding,1,ENSMUST00000098611,,NA,NA,NA,NA,NA,NA,NA
